material,ancho_m,largo_m,completa,tipo_corte,x_plano,y_plano
Royal Walnut,0.2,1.2,si,completa,328.807,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,328.606,-121.353
Royal Walnut,0.2,1.2,si,completa,328.405,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,328.204,-121.353
Royal Walnut,0.2,1.2,si,completa,328.003,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,327.802,-121.353
Royal Walnut,0.2,1.2,si,completa,327.601,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,327.4,-121.353
Royal Walnut,0.2,1.2,si,completa,327.199,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,326.998,-121.353
Royal Walnut,0.2,1.2,si,completa,326.797,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,326.596,-121.353
Royal Walnut,0.2,1.2,si,completa,326.395,-121.827
Royal Walnut,0.2,0.9467,no,corte_largo,326.194,-121.353
Royal Walnut,0.0858,1.2,no,corte_ancho,326.05,-121.827
Royal Walnut,0.2,0.3462,no,corte_largo,328.807,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,328.405,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,328.003,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,327.601,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,327.199,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,326.797,-121.053
Royal Walnut,0.2,0.3462,no,corte_largo,326.395,-121.053
Moret,0.0858,0.3462,no,corte_esquina,326.05,-121.053
Royal Walnut,0.2,0.4315,no,corte_largo,330.377,-125.046
Royal Walnut,0.2,1.0245,no,corte_largo,330.377,-124.317
Royal Walnut,0.2,1.032,no,corte_largo,330.578,-124.745
